rating,date,review,platform,cleaned_review,sentiment
1,19 November 2024,"I recently installed this app and ordered some groceries and
                blinkit sent me a coupon code. But now I'm trying to order and
                coupon is showing invalid even tho it's expiry is 30th Nov and
                I'm not even ordering the products on which offer is not
                applicable. There should be better way to use coupon instead.",blinkit,recently installed app ordered grocery blinkit sent coupon code im trying order coupon showing invalid even tho expiry th nov im even ordering product offer applicable better way use coupon instead,negative
2,2 November 2024,"My experience with the app has been a rollercoaster. In Mumbai,
                it was amazing and definitely deserves a 5-star rating. However,
                in Bangalore, the service has been terrible and I can only give
                it 2 stars. The delivery process is frustrating, as they refuse
                to come to my flat and instead call me to come to them. They
                don't even wait a second, and show a lot of attitude.",blinkit,experience app rollercoaster mumbai amazing definitely deserves star rating however bangalore service terrible give star delivery process frustrating refuse come flat instead call come dont even wait second show lot attitude,negative
1,18 December 2024,"Worst app ever. Customer support is a joker. They didn't
                understand your problem. I accidentally select wrong address
                then I tried to cancel address immediately but there is no
                cancel option after that I tried to call delivery partner to
                cancel order but he didn't receive. After reaching he said I
                called manager he says you can return but there is no return
                option.I contact customer support for this. But they didn't help
                me",blinkit,worst app ever customer support joker didnt understand problem accidentally select wrong address tried cancel address immediately cancel option tried call delivery partner cancel order didnt receive reaching said called manager say return return optioni contact customer support didnt help,negative
1,17 November 2024,"I raised a complaint for a missing item, but no one responded.
                After following up through email, they replied stating that all
                items were delivered and that they are not responsible for this.
                When I received my order, the delivery person informed me that
                one item was out of stock and advised me to raise a missing item
                complaint to get a refund. This is totally fraudulent. Please do
                not buy anything from them. I am planning to raise this
                complaint in consumer court",blinkit,raised complaint missing item one responded following email replied stating item delivered responsible received order delivery person informed one item stock advised raise missing item complaint get refund totally fraudulent please buy anything planning raise complaint consumer court,negative
4,30 December 2024,"This app is really good. Supplies groceries perfectly. Delivery
                partners are good Fresh groceries the price of delivery should
                be less and small cart fee should be less that's why I removed
                one start. Nice like it",blinkit,app really good supply grocery perfectly delivery partner good fresh grocery price delivery less small cart fee less thats removed one start nice like,positive
1,27 December 2024,"Bad experience Even delivery guy doesn't know how reach or track
                my location, I put my same location that I used to order food
                from Zomato etc I don't know what's wrong with them,Know the
                location first before you accept the order.",blinkit,bad experience even delivery guy doesnt know reach track location put location used order food zomato etc dont know whats wrong themknow location first accept order,negative
2,7 December 2024,"They delivered my products without any sealed box. I ordered
                three or four items, all came individually in a open bag not in
                a sealed box. Anyone can check, see, and touch my order. It is
                not safe and secure. Very ordinary system of delivery. No
                verification was done when delivered my order.",blinkit,delivered product without sealed box ordered three four item came individually open bag sealed box anyone check see touch order safe secure ordinary system delivery verification done delivered order,negative
1,29 October 2024,"Very poor customer service...they have spent a defective product
                and are not ready to replace it. Further they don't have any
                customer care phone no where you can explain the issue. The web
                chat is completely robotic. Their motto is customer is always
                wrong and they are always right...never order from this app",blinkit,poor customer servicethey spent defective product ready replace dont customer care phone explain issue web chat completely robotic motto customer always wrong always rightnever order app,negative
1,25 November 2024,"I used this app for the first time to send my ill friend some
                food to cheer them up and gave the delivery order their number
                too, to contact them if any problem arises but instead of
                contacting them, the delivery man is contacting me when i am
                busy and when i told him to contact them, he didnt do it and
                took away my order himself. The order never reached my friend
                and my money went to waste. Never gonna use this app ever again.",blinkit,used app first time send ill friend food cheer gave delivery order number contact problem arises instead contacting delivery man contacting busy told contact didnt took away order order never reached friend money went waste never gon na use app ever,negative
1,22 December 2024,"There are huge price discrepancies in the offered
                products....the products are overpriced almost at 40
                percent....recently ordered a hair color from loreal which was
                40 percent expensive as compared to other online portal....and
                now I cant even return it due to the company policy.....feels
                like day robbery....an advice ....before ordering anything
                please double check the prices with other online portal....very
                bad response",blinkit,huge price discrepancy offered productsthe product overpriced almost percentrecently ordered hair color loreal percent expensive compared online portaland cant even return due company policyfeels like day robberyan advice ordering anything please double check price online portalvery bad response,negative
1,25 November 2024,"They gave me a wrong product which was mislabelled as the one I
                had ordered. There is no option for return as it has passed the
                24 hour mark. Am I supposed to open every grocery order the day
                itself od delivery? I have appropriate images and everything,
                still there is no help. Terrible experience",blinkit,gave wrong product mislabelled one ordered option return passed hour mark supposed open every grocery order day od delivery appropriate image everything still help terrible experience,negative
5,21 December 2024,"I stopped ordering when it was groffer and the bad experience
                was in 2021. Later I started using this app when known as
                Blinkit. So far the experience with Blinkit is good and would
                love to use the service in time of need. Best wishes Team
                Blinkit.",blinkit,stopped ordering groffer bad experience later started using app known blinkit far experience blinkit good would love use service time need best wish team blinkit,positive
4,13 December 2024,"Although it's good,, time saving, every time it deliver in exact
                time But the biggest problem is if you get some wrong product
                then there is no option available for return or refund.Atleast
                apply it on all products except on veggies, fruits becoz I know
                you can't do it on them....",blinkit,although good time saving every time deliver exact time biggest problem get wrong product option available return refundatleast apply product except veggie fruit becoz know cant,positive
5,24 December 2024,"very useful app for daily and monthly need . Almost every
                possible items required for a family are available. Specially
                the availability of organic items are added advantage.Fast
                delivery is key to the choice",blinkit,useful app daily monthly need almost every possible item required family available specially availability organic item added advantagefast delivery key choice,positive
1,3 December 2024,"Poor experience. Totally non recomendable in Udaipur. Got
                anonther product on ordering. And when they mentioned
                replacement policy but after complaining they just refused. Very
                bad experience. If you can't replace a wrong product then why
                you mention a wrong information on your page of replacement.
                Many people are facing the same problems with this Blinkit app
                in Udaipur. Then too we didn't got our problem solved. Should I
                give a negative review from other's mobile also who are facing
                the same.",blinkit,poor experience totally non recomendable udaipur got anonther product ordering mentioned replacement policy complaining refused bad experience cant replace wrong product mention wrong information page replacement many people facing problem blinkit app udaipur didnt got problem solved give negative review others mobile also facing,negative
1,21 October 2024,"Pathetic customer care. They are frauds!!.They arrange for a
                return pick up for damaged items delivered and then don't refund
                the money to customer. Since there is no direct number and bot
                chat only allows you to select from limited options to highlight
                concern, there is no way you can catch hold of them. Order at
                your own risk cause you spend the money but if it's spoilt,
                broken parcel delivered you will never get the money back and
                keep chasing them",blinkit,pathetic customer care fraudsthey arrange return pick damaged item delivered dont refund money customer since direct number bot chat allows select limited option highlight concern way catch hold order risk cause spend money spoilt broken parcel delivered never get money back keep chasing,negative
1,10 December 2024,"I liked this app very much but nowadays their unprofessional
                attitude is too much and intolerable. They always mixed food
                items with the non food items like phenyle, floor cleaner,
                liquid detergent etc. in same package. Sometimes some items are
                missing without information and they have issued a coupon to
                deduct but it is not deducting.",blinkit,liked app much nowadays unprofessional attitude much intolerable always mixed food item non food item like phenyle floor cleaner liquid detergent etc package sometimes item missing without information issued coupon deduct deducting,negative
5,11 December 2024,"Amazing experience using this app, it's UI is very user friendly
                and the order is delivered quickly most of the times. The only
                thing which I found should be fixed is that in many towns
                specially smaller ones imported and premium items are always or
                most of the time out of stock",blinkit,amazing experience using app ui user friendly order delivered quickly time thing found fixed many town specially smaller one imported premium item always time stock,positive
1,30 December 2024,"This is because when it actually goes automatically to cash on
                delivery when I'm looking for pay later option ... And couldn't
                even cancel my order next seconds not even a minute and you
                people also won't cancel the order by the blinkit person and he
                will force us to buy the product it feels like a cheap mentality
                to sale a product which is ordered by mistake",blinkit,actually go automatically cash delivery im looking pay later option couldnt even cancel order next second even minute people also wont cancel order blinkit person force u buy product feel like cheap mentality sale product ordered mistake,negative
5,13 December 2024,"Very quick delivery, Value for Money,need more payment options
                and discounts. Some payment options not working. Example:-
                Lazypay not showing OTP options in Blinkit App to accept the
                order.",blinkit,quick delivery value moneyneed payment option discount payment option working example lazypay showing otp option blinkit app accept order,positive
1,10 December 2024,"Terrible customer service. I got an empty unsealed box for which
                I uploaded images. I got a call saying there is no problem on
                their side. That's it! No other explanation! The customer
                service person just asked me to go on to website and complaint
                when I had just complaint on app!",blinkit,terrible customer service got empty unsealed box uploaded image got call saying problem side thats explanation customer service person asked go website complaint complaint app,negative
4,7 November 2024,"great overall, have their store nearby so I get quicker
                deliveries. it'd be much better if you had ""passes"" or
                subscribtion giving certain discounts and free deliveries. need
                much improvement on your delivery partners. some are quite rude
                and lacks basic customer service knowledge, something that
                everyone knows. also improve their map awareness.",blinkit,great overall store nearby get quicker delivery itd much better pass subscribtion giving certain discount free delivery need much improvement delivery partner quite rude lack basic customer service knowledge something everyone know also improve map awareness,positive
1,15 October 2024,"great service. impressive and well sorted . but the only draw
                back is the rate of delivery. i checked twice and the rate keeps
                changing. blink it office is right behind my house they charging
                60 rupees delivery charges which i was surprised. Worst part is
                they losing business as we cannot step out for stores during
                rains they shut their service when we need them the most",blinkit,great service impressive well sorted draw back rate delivery checked twice rate keep changing blink office right behind house charging rupee delivery charge surprised worst part losing business step store rain shut service need,negative
1,23 December 2024,"Terrible customer service. Sends products what their sellers
                make rather than what customers order in their apps. I ordered a
                santa dress for my kid and the product does not fit a 3 year
                old( kid is very small), but the product description says 3-4
                year old.",blinkit,terrible customer service sends product seller make rather customer order apps ordered santa dress kid product fit year old kid small product description say year old,negative
1,17 December 2024,"Pathetic experience. After missing items and gutka stained
                packets, now they have delivery agents who go missing in action
                after picking up the order. Simple order of cheese spreads and a
                locker, placed in the morning after sunrise, not delivered!
                Delivery guy not answering even Blinkit's calls. Shame on
                Blinkit! Doob maro saalo!",blinkit,pathetic experience missing item gutka stained packet delivery agent go missing action picking order simple order cheese spread locker placed morning sunrise delivered delivery guy answering even blinkits call shame blinkit doob maro saalo,negative
5,25 December 2024,"Top tier catalogue and amazingly swift hassle free delivery. To
                boot, frequent free delivery coupons and free basket items as
                well. Definitely a go to grocery app. Also special shout out to
                'Blinkit Lit' *_<",blinkit,top tier catalogue amazingly swift hassle free delivery boot frequent free delivery coupon free basket item well definitely go grocery app also special shout blinkit lit,positive
4,8 December 2024,"Your services are undeniably good. I got all my ordered products
                within 15 minutes or sometimes even less. One of the changes I
                would recommend is to increase the cash on delivery limit to
                ₹3000 because I wanted to buy a wireless controller from blinkit
                but it shows that we can't purchase things over COD above ₹2000.
                Please make this change so that it would be advantageous for
                people like us who use cash over digital transactions.",blinkit,service undeniably good got ordered product within minute sometimes even less one change would recommend increase cash delivery limit wanted buy wireless controller blinkit show cant purchase thing cod please make change would advantageous people like u use cash digital transaction,positive
1,18 December 2024,"Use of AI in customer resolution is very poor. Wrong items
                delivered. They are providing item refund but what about the
                delivery charge customer has paid. Totally bad experience.",blinkit,use ai customer resolution poor wrong item delivered providing item refund delivery charge customer paid totally bad experience,negative
1,16 December 2024,"Bloody liars they are first they have canceled my order out of
                nowhere and as per the previous information i should get my
                refund back by today i.e 16th 9f December and now they are
                saying the date is extended better and I'm getting no promt
                answer for ny query they are just passing the situation everyday
                so I want all you to re-check the order that you've placed and
                make sure you should select the payment mode by cash otherwise
                they use to cancel the order and don't refund the money back.",blinkit,bloody liar first canceled order nowhere per previous information get refund back today ie th f december saying date extended better im getting promt answer ny query passing situation everyday want recheck order youve placed make sure select payment mode cash otherwise use cancel order dont refund money back,negative
1,15 November 2024,"I kept something in my cart and automatically the app have
                placed the order. The order was placed at 12:10 pm and just then
                I tried to cancel it at 12:11 and they say that now your order
                has been packed so it cannot be cancelled. It is very
                inconvenient",blinkit,kept something cart automatically app placed order order placed pm tried cancel say order packed cancelled inconvenient,negative
4,20 December 2024,"On point delivery. Most items are good though fruit quality
                needs improvement. Have received oranges with rotting ones
                hidden underneath, but has been quickly returned. Most other
                stuff is good. Appreciate this service.",blinkit,point delivery item good though fruit quality need improvement received orange rotting one hidden underneath quickly returned stuff good appreciate service,positive
3,7 December 2024,"There are few problems like even though they deliver very fast
                but not as it should. Th nearest blinkit store is at the same
                place where my coaching is situated, and it took 10 mins if one
                walks fast, but blinkit always deliver in 10 to 15 minutes I
                knew that there some takes for finding product and packaging it
                but still they should reach in less than 5 minutes or max 10
                minutes.One takes less than 2 minutes to cover same distance.
                additionally, they don't deliver doorstep to my hostel",blinkit,problem like even though deliver fast th nearest blinkit store place coaching situated took min one walk fast blinkit always deliver minute knew take finding product packaging still reach less minute max minutesone take less minute cover distance additionally dont deliver doorstep hostel,neutral
1,20 December 2024,"I am not able to purchase anything. All Payment options are
                showing Disabled due to technical problem. Tried reinstalling
                the app, cleared the cache but no use. Very bad experience.",blinkit,able purchase anything payment option showing disabled due technical problem tried reinstalling app cleared cache use bad experience,negative
2,25 December 2024,"All good but today as I was adding some item on Christmas,
                firstly they provided 2 option as free gift 1. 250g cake 2. 70g
                cake I chose 250 g cake , but I don't know how they remove the
                250g cake and by their self they added 70g one. Wow what a
                strategy. Very disappointed",blinkit,good today adding item christmas firstly provided option free gift g cake g cake chose g cake dont know remove g cake self added g one wow strategy disappointed,negative
1,24 December 2024,"Pathetic after sales support. Always giving standard replies.
                Statutory warnings are not shown for some products which
                contains allergen information and also some products not
                suitable for some ages and women and children. This kind of
                information is missing on the product page and when raised
                concern on this, they are not ready to take returns or exchange
                it with suitable product.",blinkit,pathetic sale support always giving standard reply statutory warning shown product contains allergen information also product suitable age woman child kind information missing product page raised concern ready take return exchange suitable product,negative
1,11 November 2024,"Pathetic service, I have ordered a charging cable but it was not
                working after connecting on chat 1st of all they have no option
                to explain your problem just some ai genreted option to choose
                between, And 2ndly they offer replacement with same item Nobody
                was telling me if replaced item also won't work than what",blinkit,pathetic service ordered charging cable working connecting chat st option explain problem ai genreted option choose ndly offer replacement item nobody telling replaced item also wont work,negative
1,20 November 2024,"Worst Experience Ever! I placed an order on Blinkit expecting
                timely delivery, but it NEVER ARRIVED. No updates, no
                communication, nothing! Tried reaching out to customer support,
                and they were absolutely useless—just generic replies and no
                solution. If you can’t deliver, don’t take orders in the first
                place. Completely unreliable service. I’ve wasted my time,
                money, and energy on this platform. Will never use Blink",blinkit,worst experience ever placed order blinkit expecting timely delivery never arrived update communication nothing tried reaching customer support absolutely uselessjust generic reply solution cant deliver dont take order first place completely unreliable service ive wasted time money energy platform never use blink,negative
3,5 November 2024,"Address Modification Required... Adding different addresses,
                editing them without mapand saving them woth individual Mobile
                number and Name of specific Recipient is Necessary. Adding
                details each time on payment page is headache. Also after that
                only account holder gets conformation call instead actual
                recipient while both should get it. AND Minimum Value for Free
                Delivery is Too High.",blinkit,address modification required adding different address editing without mapand saving woth individual mobile number name specific recipient necessary adding detail time payment page headache also account holder get conformation call instead actual recipient get minimum value free delivery high,neutral
1,19 October 2024,"Never buy any rechargeable items i bought buds which got died
                after 2 days I had to visit service centre then they replaced it
                and after some time i bought a lamp It has the same issue
                battery not working properly wroks only for around 15 minutes .
                The greatest thing is with this app Whenever you want to connect
                with customer care support you'll have to struggle like you are
                giving an interview for upsc . OVERALL I'VE BOUGHT TWO REACHABLE
                ITEMS FROM BLINK IT ANY OF THEM IS NOT WORKING PROPERLY",blinkit,never buy rechargeable item bought bud got died day visit service centre replaced time bought lamp issue battery working properly wroks around minute greatest thing app whenever want connect customer care support youll struggle like giving interview upsc overall ive bought two reachable item blink working properly,negative
1,22 November 2024,"Stick to buying low value grocery items on it. Don't buy any
                higher valued electronics or personal hygeine product. They sent
                me a product that looked ueed, and provided no resolution. The
                worst part is that on apps like these you can't even provide a
                product review, so the sellers can sell you any poor quality
                item and get away with it.",blinkit,stick buying low value grocery item dont buy higher valued electronics personal hygeine product sent product looked ueed provided resolution worst part apps like cant even provide product review seller sell poor quality item get away,negative
3,16 December 2024,"Certain desired items are not available. Minimum quantity items
                should be also listed. Searching few items names in regional
                languages will be very helpful. An option to add Wish List to
                buy few products will be very helpful",blinkit,certain desired item available minimum quantity item also listed searching item name regional language helpful option add wish list buy product helpful,neutral
1,17 December 2024,"Never use this disgusting app it's totally scam 😡 I just want
                to aware you not to disgrace the app, because when you order
                something some time it would bad quality or defective and the
                customer service is always say to complaint later. Never gave
                proper solution. There is no option available for returning or
                cancellation",blinkit,never use disgusting app totally scam want aware disgrace app order something time would bad quality defective customer service always say complaint later never gave proper solution option available returning cancellation,negative
1,1 December 2024,"Kost bakwaas app as just going through cart they placed order as
                it seems they d9nt have customers and bagging for business. Tha
                worst ever experience just in 30 second they says your order is
                packed which is impossible for anyone and not allowing me to
                cancel order. Never ever use blink it again Lot more option in
                market.",blinkit,kost bakwaas app going cart placed order seems dnt customer bagging business tha worst ever experience second say order packed impossible anyone allowing cancel order never ever use blink lot option market,negative
4,9 December 2024,"I really love this app but if Adding free cash offers on
                platforms like Blinkit, similar to Zepto, can be a strategic
                move to attract and retain customers in the competitive
                quick-commerce market. These offers, such as cashbacks or free
                credits, incentivize users to make purchases and encourage
                repeat usage of the platform. By integrating such promotional
                schemes, Blinkit can enhance customer engagement, foster
                loyalty, and drive higher order volumes. Additionally, free cash
                can act as a market",blinkit,really love app adding free cash offer platform like blinkit similar zepto strategic move attract retain customer competitive quickcommerce market offer cashbacks free credit incentivize user make purchase encourage repeat usage platform integrating promotional scheme blinkit enhance customer engagement foster loyalty drive higher order volume additionally free cash act market,positive
1,31 December 2024,"Extremely bad coustomer service. There's no product return,
                instead, they keep making you send e-mails asking you for
                different details, and then abruptly stop responding to the
                mails.",blinkit,extremely bad coustomer service there product return instead keep making send email asking different detail abruptly stop responding mail,negative
1,18 December 2024,"1. Heavy delivery charges started recently (apart from handling
                charges) even for orders above Rs 500/- Big basket, and few
                others deliver free of charge even for orders worth Ts 150/- 2.
                No way one can get in touch with customer care for
                clarifications or complaints other than very few preprepared
                questions. Waste of time and money.",blinkit,heavy delivery charge started recently apart handling charge even order r big basket others deliver free charge even order worth t way one get touch customer care clarification complaint preprepared question waste time money,negative
1,8 December 2024,"It was very bad. I will tell you not to get it because the
                delivery comes within 10 minutes, but if you have a problem with
                your order. They have no proper exchange policy or return
                policy. Or whatsoever. I am so disappointed because i bought a
                product with so much of hope. And I thought that they will give
                it a replacement or at least refund the money whatsoever, but
                they didn't do it. They don't even have a Help department Or
                call facility for the customer To reach out",blinkit,bad tell get delivery come within minute problem order proper exchange policy return policy whatsoever disappointed bought product much hope thought give replacement least refund money whatsoever didnt dont even help department call facility customer reach,negative
1,20 December 2024,"Blinkit has started cheating it customers. It removes free items
                just before placing the item when we peep on another page..and
                doesn't provide any option to apply offers or codes...I just
                uninstalled it.",blinkit,blinkit started cheating customer remove free item placing item peep another pageand doesnt provide option apply offer codesi uninstalled,negative
5,28 November 2024,"Amazing Model!!! As from tier2 city, I used to buy some great
                products & groceries from Amazon which takes days to diliver
                with higher cost. But Blinkit solved my problem as they r
                available on blinkit & are delivered to me in just few
                minutes....Just bring the Print Store option fast! It will be
                really helpful for students who need big printouts of several
                pages.. I hope it can deliver me print of DPP sheets of 100 or
                200+ pags with binding (if it's not available now then add this
                in future)",blinkit,amazing model tier city used buy great product grocery amazon take day diliver higher cost blinkit solved problem r available blinkit delivered minutesjust bring print store option fast really helpful student need big printout several page hope deliver print dpp sheet pags binding available add future,positive
3,25 October 2024,"First of all purchasing expensive or high cost product is not
                recommended. Ordered note book worth 250rs. Instead received the
                one worth 68rs. But the delivery guy coordinated with me really
                well. Got the replacement within 15 min. So the three stars only
                for it. But received the wrong graphic on the cover page. It's
                ok ,I just want my writing material. But this is really
                disappointing. I hope blinkit and Zomato will work on this.",blinkit,first purchasing expensive high cost product recommended ordered note book worth r instead received one worth r delivery guy coordinated really well got replacement within min three star received wrong graphic cover page ok want writing material really disappointing hope blinkit zomato work,neutral
1,3 November 2024,"Worst app for quick delivery in Chennai. Zepto and Instamart are
                better than this. Not even once they have delivered the product
                on time and everytime they ask the customer to adjust and says
                it's operational issues. While ordering it says 10 min but my
                order was delivered 30 min( nearly 3 times more). Pathetic
                customer support and poor customer management. Worst ever app",blinkit,worst app quick delivery chennai zepto instamart better even delivered product time everytime ask customer adjust say operational issue ordering say min order delivered min nearly time pathetic customer support poor customer management worst ever app,negative
1,10 November 2024,"Very poor advice by the executive.. when I didn't have the
                number to login. He asked me to uninstall and install.. I cannot
                login because of my changed phone number.. I couldn't make any
                changes in the order now . I have placed a return request which
                was cancelled.. website orientation is very poor. Cannot call
                the website with other phone number... Very bad experience",blinkit,poor advice executive didnt number login asked uninstall install login changed phone number couldnt make change order placed return request cancelled website orientation poor call website phone number bad experience,negative
5,20 October 2024,"Very fast delivery, I love it. Whenever I need to buy something
                for an emergency. Blinkit is the hero! When I want snacks really
                fast, Blinkit is the superhero! Plus it has exiting offers that
                I really love! In conclusion, blinkit is one of my favourite
                apps ever! 10/10",blinkit,fast delivery love whenever need buy something emergency blinkit hero want snack really fast blinkit superhero plus exiting offer really love conclusion blinkit one favourite apps ever,positive
1,25 October 2024,"Very user unfriendly. They sell expired products, especially
                eggs. When you want to complain, the automated options are very
                few, Very irritating to start a chat with them as the issues are
                not listed and hence, not resolved. Al on al, a bad app",blinkit,user unfriendly sell expired product especially egg want complain automated option irritating start chat issue listed hence resolved al al bad app,negative
4,25 December 2024,"I have been loving this app Already very easy to shop and the
                prices were also decent it's not too high. I will definitely
                recommend you guys to use this app and it's delivery is always
                on time. Thank you so much blinkit and it's workers 💐 . This is
                my earlier feedback but now when I paid online 1 to 2 times it's
                will always shows that the COD(CASH ON DELIVERY ) is not
                available. It disappoint me a lot. And many times because of
                this issue i have not ordered from them. Now I am giving 4
                stars.",blinkit,loving app already easy shop price also decent high definitely recommend guy use app delivery always time thank much blinkit worker earlier feedback paid online time always show codcash delivery available disappoint lot many time issue ordered giving star,positive
1,22 December 2024,"No after support, never trust them. Once the order is delivered
                no support or replacement available if the item is spoiled or
                expired. Chat support always shows that it is unavailable and
                doesn't help.",blinkit,support never trust order delivered support replacement available item spoiled expired chat support always show unavailable doesnt help,negative
1,20 October 2024,"Very poor service. Even though there's an option to cancel the
                order, it doesn't get canceled. Worst service ever. I was just
                checking the product price, but the order got placed by mistake.
                Even after trying to cancel it, the order didn't get canceled.",blinkit,poor service even though there option cancel order doesnt get canceled worst service ever checking product price order got placed mistake even trying cancel order didnt get canceled,negative
5,24 November 2024,"The product recommendations are very good. Delivery quality is
                nice. Chat support is also nice. Product availability is also
                nice. Most important it is not mid like instamart which sucks.
                Blink it is too good, might feel like a paid review but it's
                not. Really this app is really the best. Delivering prints is
                life savior, i need documents i just ask blink it to deliver it
                to me, this thing has saved me a lot of time and embarrassment.",blinkit,product recommendation good delivery quality nice chat support also nice product availability also nice important mid like instamart suck blink good might feel like paid review really app really best delivering print life savior need document ask blink deliver thing saved lot time embarrassment,positive
1,20 December 2024,"I had a very bad experience with this application. I paid for
                and ordered a product, but after some time, when I called the
                delivery boy to inquire about the delay, he informed me that the
                product was not available and asked me to cancel the order. I
                spoke to Blinkit's executive, but she was unable to help me. Now
                I have to wait 3-5 days to get my money back.",blinkit,bad experience application paid ordered product time called delivery boy inquire delay informed product available asked cancel order spoke blinkits executive unable help wait day get money back,negative
1,30 December 2024,"Some products are fine, but some are fake or expired product,
                oxidised biscuits, really bad, and the worst thing is that I'm
                unable to get in touch with any company executive, really worst
                experience after ordering 3rd time",blinkit,product fine fake expired product oxidised biscuit really bad worst thing im unable get touch company executive really worst experience ordering rd time,negative
1,1 December 2024,"The product quality is very poor. I have order from here 12, 15
                items and return 5 items but it's very hard to follow up with
                customer service no one understand situation. I talked with 7 to
                8 customer executives but last person solve my problem. And the
                quality of product is very poor. When my products delivered
                there is very bad smell from packets and all packets are very
                dirty. Don't buy from these apps go to the market and purchase .
                If emergency than you buy otherwise I Say No.",blinkit,product quality poor order item return item hard follow customer service one understand situation talked customer executive last person solve problem quality product poor product delivered bad smell packet packet dirty dont buy apps go market purchase emergency buy otherwise say,negative
2,29 December 2024,"1-Delivery personnel to be managed properly with cc no to be
                available locally even after taking tip/delivery charge/handling
                charges they do not want to deliver door step but ask customers
                to pick items from main gate ( Gurgaon). 2 - App having default
                application of ICICI bank payment link appearing every time of
                payment this is to be blank person payment mode. 3 - App ask for
                storing card information and linking wallet this is not correct
                buisness practice to avoid any frauds app to be updat",blinkit,delivery personnel managed properly cc available locally even taking tipdelivery chargehandling charge want deliver door step ask customer pick item main gate gurgaon app default application icici bank payment link appearing every time payment blank person payment mode app ask storing card information linking wallet correct buisness practice avoid fraud app updat,negative
2,14 December 2024,"Have been a regular user of blinkit since the past 2 years and
                my experience with the app has been quite good, however recently
                they have made a change in delivery system where they deliver
                things from two different stores. It's just such a problematic
                change as when you to wish order things from both the stores
                most of the times one store is just unavailable. Also the high
                surge charges. Really disappointed from blinkit ☹️. Pls get
                things back to normal as they were before.",blinkit,regular user blinkit since past year experience app quite good however recently made change delivery system deliver thing two different store problematic change wish order thing store time one store unavailable also high surge charge really disappointed blinkit pls get thing back normal,negative
4,19 December 2024,"This is a very good app. The product is delivered at home within
                a few minutes. But some items get out of stock very quickly, so
                blinkit tries to make sure that all items are available. And
                bring more items on blinkit . And try to keep the price somewhat
                correct.",blinkit,good app product delivered home within minute item get stock quickly blinkit try make sure item available bring item blinkit try keep price somewhat correct,positive
1,7 December 2024,"There delivery person's behaviour was very bad, every time they
                asked for extra money. Even this app also changed, delivery
                charges on every delivery. Zepto always gives free delivery even
                lots of coupons to their customers & big basket also provide
                free delivery even law cost but fresh products to their
                customers, but this app is very costly and specially extra
                delivery charges also their. Very bad services.",blinkit,delivery person behaviour bad every time asked extra money even app also changed delivery charge every delivery zepto always give free delivery even lot coupon customer big basket also provide free delivery even law cost fresh product customer app costly specially extra delivery charge also bad service,negative
1,24 November 2024,"They are delivering wrong items and then updating the cart
                history also with wrong items. This is absolutely not done. What
                should I do with this unnecessary items of no use for me? Their
                customer support is also showing they are unavailable.",blinkit,delivering wrong item updating cart history also wrong item absolutely done unnecessary item use customer support also showing unavailable,negative
5,19 December 2024,"I've been using Blinkit for a while now, and it has become my
                go-to app for grocery shopping. The app is well-designed, easy
                to navigate, and offers a wide range of products. The best part?
                Super quick delivery, often within minutes! Really loved it 😍
                Really India's Last Minute App 🩵",blinkit,ive using blinkit become goto app grocery shopping app welldesigned easy navigate offer wide range product best part super quick delivery often within minute really loved really india last minute app,positive
